7,5,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0
7,4,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
6,6,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48
4,4,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0
3,4,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88
3,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73
4,5,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0
6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19
2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0
4,6,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0
8,6,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09
6,3,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
2,5,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43
2,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71
8,6,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
7,5,92.8,73.2,713.0,22.6,19.3,38,4.0,0.0,0.0
4,5,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57
2,4,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0
8,6,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0
6,5,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43
1,2,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8
8,8,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
7,4,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
1,2,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71
8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3
4,4,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0
8,6,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19
1,4,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5
6,5,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84
8,6,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3
4,5,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64
2,5,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47
7,5,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2
3,4,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43
8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0
2,5,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77
7,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13
4,4,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0
6,5,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0
4,3,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64
1,3,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72
8,5,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24
2,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0
6,5,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35
3,4,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29
2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68
3,4,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68
4,6,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98
5,6,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99
7,4,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0
4,5,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88
7,4,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21
1,4,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12
3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0
6,6,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59
4,5,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0
6,3,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0
7,4,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0
4,4,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0
8,6,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0
6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0
5,5,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0
6,5,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17
2,4,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04
7,4,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0
7,4,90.6,43.7,686.9,6.7,14.6,33,1.3,0.0,0.0
6,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09
3,4,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24
2,2,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94
7,4,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75
1,4,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19
5,4,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64
5,6,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63
5,5,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
6,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
7,5,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0
1,3,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33
